_id,event_time,symbol,trade_id,price,quantity,buyer_order_id,seller_order_id,trade_time,side
ObjectId("5b5143242c3f9006d8b236b9"),1532052258840,XLMBTC,11663333,0.00004075,77,37713914,37713844,1532052258839,buy
ObjectId("5b5143242c3f9006d8b236ba"),1532052258864,XLMBTC,11663334,0.00004075,149,37713915,37713844,1532052258860,buy
ObjectId("5b5143272c3f9006d8b236bb"),1532052261408,XLMBTC,11663335,0.00004074,363,37713920,37713923,1532052261406,sell
ObjectId("5b5143282c3f9006d8b236bc"),1532052262171,XLMBTC,11663336,0.00004075,106,37713924,37713844,1532052262168,buy
ObjectId("5b51432c2c3f9006d8b236bd"),1532052266620,XLMBTC,11663337,0.00004075,248,37713946,37713844,1532052266616,buy
ObjectId("5b51432d2c3f9006d8b236be"),1532052267412,XLMBTC,11663338,0.00004074,913,37713950,37713951,1532052267409,sell
ObjectId("5b51432d2c3f9006d8b236bf"),1532052267418,XLMBTC,11663339,0.00004074,665,37713950,37713952,1532052267414,sell
ObjectId("5b51432d2c3f9006d8b236c0"),1532052267419,XLMBTC,11663340,0.00004075,665,37713953,37713844,1532052267416,buy
ObjectId("5b5143342c3f9006d8b236c1"),1532052274193,XLMBTC,11663341,0.00004077,141,37713974,37713984,1532052274189,sell
ObjectId("5b5143342c3f9006d8b236c2"),1532052274193,XLMBTC,11663342,0.00004076,31,37713973,37713984,1532052274189,sell
ObjectId("5b5143342c3f9006d8b236c3"),1532052274426,XLMBTC,11663343,0.00004076,15,37713973,37713986,1532052274422,sell
ObjectId("5b5143352c3f9006d8b236c4"),1532052275591,XLMBTC,11663344,0.0000408,25,37713991,37713338,1532052275586,buy
ObjectId("5b5143352c3f9006d8b236c5"),1532052275591,XLMBTC,11663345,0.0000408,100,37713991,37713896,1532052275586,buy
ObjectId("5b5143352c3f9006d8b236c6"),1532052275591,XLMBTC,11663346,0.00004081,36,37713991,37713491,1532052275586,buy
ObjectId("5b5143352c3f9006d8b236c7"),1532052275591,XLMBTC,11663347,0.00004081,211,37713991,37713868,1532052275586,buy
ObjectId("5b5143372c3f9006d8b236c8"),1532052277017,XLMBTC,11663348,0.00004081,123,37713997,37713868,1532052277014,buy
ObjectId("5b51433f2c3f9006d8b236c9"),1532052285000,XLMBTC,11663349,0.00004076,5,37714018,37714025,1532052284997,sell
ObjectId("5b51433f2c3f9006d8b236ca"),1532052285596,XLMBTC,11663350,0.00004077,7128,37714031,37714030,1532052285594,buy
ObjectId("5b51433f2c3f9006d8b236cb"),1532052285615,XLMBTC,11663351,0.00004076,2420,37714018,37714032,1532052285613,sell
ObjectId("5b5143492c3f9006d8b236cc"),1532052295420,XLMBTC,11663352,0.00004075,222,37714056,37714068,1532052295416,sell
ObjectId("5b51434a2c3f9006d8b236cd"),1532052295949,XLMBTC,11663353,0.00004076,5,37714070,37714032,1532052295946,buy
ObjectId("5b51434a2c3f9006d8b236ce"),1532052295949,XLMBTC,11663354,0.00004076,242,37714070,37714065,1532052295946,buy
ObjectId("5b51434a2c3f9006d8b236cf"),1532052296664,XLMBTC,11663355,0.00004076,7,37714070,37714074,1532052296661,sell
ObjectId("5b51434e2c3f9006d8b236d0"),1532052300601,XLMBTC,11663356,0.00004079,844,37714083,37714079,1532052300600,buy
ObjectId("5b51434f2c3f9006d8b236d1"),1532052301111,XLMBTC,11663357,0.00004077,109,37714084,37714086,1532052301108,sell
ObjectId("5b5143522c3f9006d8b236d2"),1532052304759,XLMBTC,11663358,0.00004077,2475,37714084,37714094,1532052304756,sell
ObjectId("5b5143522c3f9006d8b236d3"),1532052304759,XLMBTC,11663359,0.00004077,109,37714085,37714094,1532052304756,sell
ObjectId("5b5143522c3f9006d8b236d4"),1532052304779,XLMBTC,11663360,0.00004077,1922,37714085,37714095,1532052304775,sell
ObjectId("5b5143522c3f9006d8b236d5"),1532052304806,XLMBTC,11663361,0.00004076,2171,37714070,37714096,1532052304803,sell
ObjectId("5b5143532c3f9006d8b236d6"),1532052305421,XLMBTC,11663362,0.00004075,254,37714089,37714097,1532052305418,sell
ObjectId("5b5143562c3f9006d8b236d7"),1532052308699,XLMBTC,11663363,0.00004075,6,37714089,37714104,1532052308696,sell
ObjectId("5b5143592c3f9006d8b236d8"),1532052311162,XLMBTC,11663364,0.00004075,150,37714089,37714108,1532052311160,sell
ObjectId("5b51435a2c3f9006d8b236d9"),1532052312500,XLMBTC,11663365,0.00004076,254,37714110,37714096,1532052312497,buy
ObjectId("5b51435b2c3f9006d8b236da"),1532052312921,XLMBTC,11663366,0.00004077,390,37714111,37714099,1532052312918,buy
ObjectId("5b51435b2c3f9006d8b236db"),1532052313434,XLMBTC,11663367,0.00004075,571,37714089,37714113,1532052313431,sell
ObjectId("5b51435d2c3f9006d8b236dc"),1532052315271,XLMBTC,11663368,0.00004077,955,37714117,37714099,1532052315266,buy
ObjectId("5b51435e2c3f9006d8b236dd"),1532052316436,XLMBTC,11663369,0.00004074,100,37714067,37714121,1532052316434,sell
ObjectId("5b5143602c3f9006d8b236de"),1532052318690,XLMBTC,11663370,0.00004077,7,37714123,37714099,1532052318687,buy
ObjectId("5b5143622c3f9006d8b236df"),1532052320801,XLMBTC,11663371,0.00004077,43,37714127,37714099,1532052320796,buy
ObjectId("5b5143632c3f9006d8b236e0"),1532052321432,XLMBTC,11663372,0.00004074,220,37714128,37714129,1532052321427,sell
ObjectId("5b5143682c3f9006d8b236e1"),1532052326673,XLMBTC,11663373,0.00004074,332,37714128,37714142,1532052326670,sell
ObjectId("5b5143682c3f9006d8b236e2"),1532052326673,XLMBTC,11663374,0.00004074,220,37714133,37714142,1532052326670,sell
ObjectId("5b5143682c3f9006d8b236e3"),1532052326703,XLMBTC,11663375,0.00004074,1310,37714133,37714143,1532052326700,sell
ObjectId("5b51436a2c3f9006d8b236e4"),1532052328090,XLMBTC,11663376,0.00004073,330,37714122,37714146,1532052328087,sell
ObjectId("5b51436a2c3f9006d8b236e5"),1532052328090,XLMBTC,11663377,0.00004072,330,37714088,37714146,1532052328087,sell
ObjectId("5b51436a2c3f9006d8b236e6"),1532052328090,XLMBTC,11663378,0.0000407,4342,37713738,37714146,1532052328087,sell
ObjectId("5b51436c2c3f9006d8b236e7"),1532052330402,XLMBTC,11663379,0.00004077,717,37714155,37714099,1532052330398,buy
ObjectId("5b51436d2c3f9006d8b236e8"),1532052331012,XLMBTC,11663380,0.0000407,635,37713738,37714156,1532052331009,sell
ObjectId("5b51436d2c3f9006d8b236e9"),1532052331848,XLMBTC,11663381,0.0000407,1954,37713738,37714160,1532052331845,sell
ObjectId("5b5143712c3f9006d8b236ea"),1532052335659,XLMBTC,11663382,0.00004077,179,37714171,37714099,1532052335655,buy
ObjectId("5b5143732c3f9006d8b236eb"),1532052337283,XLMBTC,11663383,0.00004077,59,37714173,37714099,1532052337279,buy
ObjectId("5b5143742c3f9006d8b236ec"),1532052338264,XLMBTC,11663384,0.00004072,1320,37714165,37714179,1532052338261,sell
ObjectId("5b5143742c3f9006d8b236ed"),1532052338282,XLMBTC,11663385,0.00004072,2700,37714166,37714180,1532052338279,sell
ObjectId("5b5143782c3f9006d8b236ee"),1532052342182,XLMBTC,11663386,0.00004071,207,37714161,37714189,1532052342177,sell
ObjectId("5b5143782c3f9006d8b236ef"),1532052342285,XLMBTC,11663387,0.00004071,358,37714161,37714192,1532052342282,sell
ObjectId("5b51437f2c3f9006d8b236f0"),1532052349390,XLMBTC,11663388,0.00004077,25,37714211,37714099,1532052349388,buy
ObjectId("5b5143832c3f9006d8b236f1"),1532052353440,XLMBTC,11663389,0.00004075,317,37714224,37714226,1532052353437,sell
ObjectId("5b5143862c3f9006d8b236f2"),1532052356237,XLMBTC,11663390,0.00004072,12,37714208,37714232,1532052356237,sell
ObjectId("5b5143892c3f9006d8b236f3"),1532052359607,XLMBTC,11663391,0.00004072,12,37714208,37714244,1532052359604,sell
ObjectId("5b51438d2c3f9006d8b236f4"),1532052363066,XLMBTC,11663392,0.00004073,500,37714246,37714249,1532052363063,sell
ObjectId("5b51438d2c3f9006d8b236f5"),1532052363506,XLMBTC,11663393,0.00004073,2092,37714246,37714252,1532052363504,sell
ObjectId("5b51438d2c3f9006d8b236f6"),1532052363629,XLMBTC,11663394,0.00004073,82,37714253,37714252,1532052363624,buy
ObjectId("5b51438e2c3f9006d8b236f7"),1532052364436,XLMBTC,11663395,0.00004073,418,37714257,37714252,1532052364432,buy
ObjectId("5b51438e2c3f9006d8b236f8"),1532052364441,XLMBTC,11663396,0.00004072,418,37714208,37714258,1532052364436,sell
ObjectId("5b51438f2c3f9006d8b236f9"),1532052365302,XLMBTC,11663397,0.00004072,2290,37714208,37714263,1532052365301,sell
ObjectId("5b5143902c3f9006d8b236fa"),1532052366278,XLMBTC,11663398,0.00004072,3421,37714208,37714272,1532052366275,sell
ObjectId("5b5143902c3f9006d8b236fb"),1532052366308,XLMBTC,11663399,0.00004072,4730,37714273,37714272,1532052366307,buy
ObjectId("5b5143902c3f9006d8b236fc"),1532052366417,XLMBTC,11663400,0.00004072,764,37714274,37714272,1532052366413,buy
ObjectId("5b5143902c3f9006d8b236fd"),1532052366442,XLMBTC,11663401,0.00004071,38,37714198,37714275,1532052366441,sell
ObjectId("5b5143912c3f9006d8b236fe"),1532052367443,XLMBTC,11663402,0.00004071,51,37714276,37714277,1532052367440,sell
ObjectId("5b5143922c3f9006d8b236ff"),1532052368445,XLMBTC,11663403,0.0000407,170,37713738,37714280,1532052368442,sell
ObjectId("5b5143932c3f9006d8b23700"),1532052369097,XLMBTC,11663404,0.0000407,96,37713738,37714282,1532052369093,sell
ObjectId("5b5143932c3f9006d8b23701"),1532052369121,XLMBTC,11663405,0.0000407,47,37713738,37714283,1532052369119,sell
ObjectId("5b5143932c3f9006d8b23702"),1532052369444,XLMBTC,11663406,0.0000407,940,37713738,37714288,1532052369440,sell
ObjectId("5b5143932c3f9006d8b23703"),1532052369444,XLMBTC,11663407,0.0000407,36,37714080,37714288,1532052369440,sell
ObjectId("5b5143932c3f9006d8b23704"),1532052369444,XLMBTC,11663408,0.0000407,479,37714190,37714288,1532052369440,sell
ObjectId("5b5143932c3f9006d8b23705"),1532052369507,XLMBTC,11663409,0.00004072,792,37714289,37714272,1532052369506,buy
ObjectId("5b5143942c3f9006d8b23706"),1532052370348,XLMBTC,11663410,0.0000407,25,37714190,37714291,1532052370343,sell
ObjectId("5b5143942c3f9006d8b23707"),1532052370474,XLMBTC,11663411,0.00004072,663,37714293,37714272,1532052370471,buy
ObjectId("5b5143952c3f9006d8b23708"),1532052371436,XLMBTC,11663412,0.0000407,663,37714190,37714294,1532052371432,sell
ObjectId("5b5143962c3f9006d8b23709"),1532052372013,XLMBTC,11663413,0.0000407,450,37714190,37714296,1532052372010,sell
ObjectId("5b5143962c3f9006d8b2370a"),1532052372122,XLMBTC,11663414,0.0000407,263,37714297,37714296,1532052372120,buy
ObjectId("5b5143962c3f9006d8b2370b"),1532052372358,XLMBTC,11663415,0.0000407,14843,37714298,37714296,1532052372355,buy
ObjectId("5b51439e2c3f9006d8b2370c"),1532052380319,XLMBTC,11663416,0.0000407,1000,37714328,37714326,1532052380316,buy
ObjectId("5b51439e2c3f9006d8b2370d"),1532052380830,XLMBTC,11663417,0.00004076,20,37714332,37714330,1532052380827,buy
ObjectId("5b5143a22c3f9006d8b2370e"),1532052384537,XLMBTC,11663418,0.00004071,3613,37714342,37714341,1532052384534,buy
ObjectId("5b5143a22c3f9006d8b2370f"),1532052384545,XLMBTC,11663419,0.00004068,1853,37714333,37714343,1532052384541,sell
ObjectId("5b5143a22c3f9006d8b23710"),1532052384561,XLMBTC,11663420,0.00004068,2204,37714334,37714344,1532052384559,sell
ObjectId("5b5143a32c3f9006d8b23711"),1532052385447,XLMBTC,11663421,0.00004075,1,37714346,37714337,1532052385444,buy
ObjectId("5b5143a62c3f9006d8b23712"),1532052388290,XLMBTC,11663422,0.00004076,1,37714355,37714354,1532052388286,buy
ObjectId("5b5143a72c3f9006d8b23713"),1532052389000,XLMBTC,11663423,0.00004076,28,37714358,37714354,1532052388997,buy
ObjectId("5b5143a72c3f9006d8b23714"),1532052389266,XLMBTC,11663424,0.00004076,878,37714358,37714362,1532052389265,sell
ObjectId("5b5143a82c3f9006d8b23715"),1532052390397,XLMBTC,11663425,0.00004072,3704,37714373,37714372,1532052390393,buy
ObjectId("5b5143a82c3f9006d8b23716"),1532052390407,XLMBTC,11663426,0.00004068,2346,37714351,37714374,1532052390405,sell
ObjectId("5b5143a82c3f9006d8b23717"),1532052390431,XLMBTC,11663427,0.00004068,1287,37714352,37714375,1532052390428,sell
ObjectId("5b5143a92c3f9006d8b23718"),1532052391349,XLMBTC,11663428,0.00004076,1,37714376,37714367,1532052391346,buy
ObjectId("5b5143ac2c3f9006d8b23719"),1532052394315,XLMBTC,11663429,0.00004077,1,37714385,37714099,1532052394311,buy
ObjectId("5b5143af2c3f9006d8b2371a"),1532052396977,XLMBTC,11663430,0.00004076,1,37714390,37714388,1532052396974,buy
ObjectId("5b5143b22c3f9006d8b2371b"),1532052400545,XLMBTC,11663431,0.00004077,1,37714402,37714099,1532052400541,buy
ObjectId("5b5143b52c3f9006d8b2371c"),1532052403302,XLMBTC,11663432,0.00004077,1,37714408,37714099,1532052403299,buy
ObjectId("5b5143b82c3f9006d8b2371d"),1532052406307,XLMBTC,11663433,0.00004077,1,37714419,37714099,1532052406303,buy
ObjectId("5b5143bb2c3f9006d8b2371e"),1532052409180,XLMBTC,11663434,0.00004077,1,37714427,37714099,1532052409178,buy
ObjectId("5b5143bc2c3f9006d8b2371f"),1532052410446,XLMBTC,11663435,0.00004076,4825,37714433,37714436,1532052410444,sell
ObjectId("5b5143bd2c3f9006d8b23720"),1532052411825,XLMBTC,11663436,0.00004076,1234,37714433,37714440,1532052411822,sell
ObjectId("5b5143c12c3f9006d8b23721"),1532052415170,XLMBTC,11663437,0.00004076,5002,37714433,37714448,1532052415166,sell
ObjectId("5b5143c12c3f9006d8b23722"),1532052415443,XLMBTC,11663438,0.00004076,422,37714433,37714449,1532052415440,sell
ObjectId("5b5143c22c3f9006d8b23723"),1532052416304,XLMBTC,11663439,0.00004076,375,37714451,37714452,1532052416300,sell
ObjectId("5b5143c22c3f9006d8b23724"),1532052416308,XLMBTC,11663440,0.00004076,62,37714451,37714453,1532052416305,sell
ObjectId("5b5143c62c3f9006d8b23725"),1532052420035,XLMBTC,11663441,0.00004073,175,37714470,37714469,1532052420033,buy
ObjectId("5b5143c62c3f9006d8b23726"),1532052420048,XLMBTC,11663442,0.00004071,1842,37714458,37714471,1532052420045,sell
ObjectId("5b5143c62c3f9006d8b23727"),1532052420075,XLMBTC,11663443,0.00004071,74,37714459,37714472,1532052420074,sell
ObjectId("5b5143c92c3f9006d8b23728"),1532052423001,XLMBTC,11663444,0.0000407,41,37714454,37714479,1532052422997,sell
ObjectId("5b5143d12c3f9006d8b23729"),1532052431657,XLMBTC,11663445,0.0000407,8,37714454,37714498,1532052431653,sell
ObjectId("5b5143d12c3f9006d8b2372a"),1532052431657,XLMBTC,11663446,0.0000407,49,37714455,37714498,1532052431653,sell
ObjectId("5b5143d12c3f9006d8b2372b"),1532052431657,XLMBTC,11663447,0.0000407,49,37714456,37714498,1532052431653,sell
ObjectId("5b5143d12c3f9006d8b2372c"),1532052431657,XLMBTC,11663448,0.0000407,49,37714460,37714498,1532052431653,sell
ObjectId("5b5143d32c3f9006d8b2372d"),1532052433881,XLMBTC,11663449,0.00004069,49,37714500,37714505,1532052433876,sell
ObjectId("5b5143d32c3f9006d8b2372e"),1532052433881,XLMBTC,11663450,0.00004068,49,37714371,37714505,1532052433876,sell
ObjectId("5b5143d32c3f9006d8b2372f"),1532052433881,XLMBTC,11663451,0.00004067,121,37713579,37714505,1532052433876,sell
ObjectId("5b5143d32c3f9006d8b23730"),1532052433881,XLMBTC,11663452,0.00004067,2447,37714206,37714505,1532052433876,sell
ObjectId("5b5143d42c3f9006d8b23731"),1532052434274,XLMBTC,11663453,0.00004067,1315,37714507,37714505,1532052434270,buy
ObjectId("5b5143d42c3f9006d8b23732"),1532052434294,XLMBTC,11663454,0.00004067,100,37714510,37714505,1532052434290,buy
ObjectId("5b5143d42c3f9006d8b23733"),1532052434365,XLMBTC,11663455,0.00004067,218,37714512,37714505,1532052434363,buy
ObjectId("5b5143d42c3f9006d8b23734"),1532052434370,XLMBTC,11663456,0.00004067,160,37714513,37714505,1532052434366,buy
ObjectId("5b5143d72c3f9006d8b23735"),1532052437611,XLMBTC,11663457,0.00004067,218,37714513,37714527,1532052437604,sell
ObjectId("5b5143d72c3f9006d8b23736"),1532052437611,XLMBTC,11663458,0.00004067,378,37714514,37714527,1532052437604,sell
ObjectId("5b5143d72c3f9006d8b23737"),1532052437611,XLMBTC,11663459,0.00004067,378,37714515,37714527,1532052437604,sell
ObjectId("5b5143d72c3f9006d8b23738"),1532052437611,XLMBTC,11663460,0.00004065,716,37714259,37714527,1532052437604,sell
ObjectId("5b5143d72c3f9006d8b23739"),1532052437611,XLMBTC,11663461,0.00004061,74,37712766,37714527,1532052437604,sell
ObjectId("5b5143d72c3f9006d8b2373a"),1532052437611,XLMBTC,11663462,0.00004061,29,37713607,37714527,1532052437604,sell
ObjectId("5b5143d72c3f9006d8b2373b"),1532052437611,XLMBTC,11663463,0.00004061,50,37713796,37714527,1532052437604,sell
ObjectId("5b5143d72c3f9006d8b2373c"),1532052437611,XLMBTC,11663464,0.00004061,4924,37714314,37714527,1532052437604,sell
ObjectId("5b5143d72c3f9006d8b2373d"),1532052437611,XLMBTC,11663465,0.0000406,654,37714428,37714527,1532052437604,sell
ObjectId("5b5143d72c3f9006d8b2373e"),1532052437611,XLMBTC,11663466,0.00004059,33,37713095,37714527,1532052437604,sell
ObjectId("5b5143d72c3f9006d8b2373f"),1532052437611,XLMBTC,11663467,0.00004058,36,37712170,37714527,1532052437604,sell
ObjectId("5b5143d72c3f9006d8b23740"),1532052437611,XLMBTC,11663468,0.00004058,50,37712684,37714527,1532052437604,sell
ObjectId("5b5143d72c3f9006d8b23741"),1532052437611,XLMBTC,11663469,0.00004058,124,37712901,37714527,1532052437604,sell
ObjectId("5b5143d72c3f9006d8b23742"),1532052437611,XLMBTC,11663470,0.00004058,664,37713089,37714527,1532052437604,sell
ObjectId("5b5143d72c3f9006d8b23743"),1532052437611,XLMBTC,11663471,0.00004056,660,37714491,37714527,1532052437604,sell
ObjectId("5b5143d72c3f9006d8b23744"),1532052437611,XLMBTC,11663472,0.00004056,700,37714499,37714527,1532052437604,sell
ObjectId("5b5143d72c3f9006d8b23745"),1532052437611,XLMBTC,11663473,0.00004054,321,37712681,37714527,1532052437604,sell
ObjectId("5b5143d72c3f9006d8b23746"),1532052437611,XLMBTC,11663474,0.00004054,124,37712687,37714527,1532052437604,sell
ObjectId("5b5143d72c3f9006d8b23747"),1532052437611,XLMBTC,11663475,0.00004054,25,37712695,37714527,1532052437604,sell
ObjectId("5b5143d72c3f9006d8b23748"),1532052437611,XLMBTC,11663476,0.00004054,242,37713505,37714527,1532052437604,sell
ObjectId("5b5143d72c3f9006d8b23749"),1532052437611,XLMBTC,11663477,0.00004053,55,37713378,37714527,1532052437604,sell
ObjectId("5b5143d72c3f9006d8b2374a"),1532052437611,XLMBTC,11663478,0.00004053,1017,37713589,37714527,1532052437604,sell
ObjectId("5b5143d72c3f9006d8b2374b"),1532052437612,XLMBTC,11663479,0.00004053,672,37713589,37713916,1532052437604,sell
ObjectId("5b5143d72c3f9006d8b2374c"),1532052437628,XLMBTC,11663480,0.0000406,500,37714528,37714185,1532052437624,buy
ObjectId("5b5143d72c3f9006d8b2374d"),1532052437637,XLMBTC,11663481,0.0000406,115,37714529,37714185,1532052437634,buy
ObjectId("5b5143d72c3f9006d8b2374e"),1532052437684,XLMBTC,11663482,0.0000406,264,37714531,37714185,1532052437681,buy
ObjectId("5b5143d72c3f9006d8b2374f"),1532052437685,XLMBTC,11663483,0.0000406,263,37714532,37714185,1532052437682,buy
ObjectId("5b5143d72c3f9006d8b23750"),1532052437787,XLMBTC,11663484,0.0000406,2830,37714535,37714185,1532052437786,buy
ObjectId("5b5143d72c3f9006d8b23751"),1532052437835,XLMBTC,11663485,0.0000406,6026,37714536,37714185,1532052437830,buy
ObjectId("5b5143d82c3f9006d8b23752"),1532052438749,XLMBTC,11663486,0.00004058,752,37714553,37714556,1532052438744,sell
ObjectId("5b5143da2c3f9006d8b23753"),1532052440367,XLMBTC,11663487,0.0000406,2,37714598,37714185,1532052440363,buy
ObjectId("5b5143dc2c3f9006d8b23754"),1532052442815,XLMBTC,11663488,0.00004068,33,37714643,37714590,1532052442811,buy
ObjectId("5b5143e72c3f9006d8b23755"),1532052453019,XLMBTC,11663489,0.00004068,16,37714708,37714590,1532052452962,buy
ObjectId("5b5143e72c3f9006d8b23756"),1532052453019,XLMBTC,11663490,0.00004068,84,37714708,37714653,1532052452962,buy
ObjectId("5b5143ea2c3f9006d8b23757"),1532052456466,XLMBTC,11663491,0.00004065,1409,37714715,37714719,1532052456465,sell
ObjectId("5b5143ea2c3f9006d8b23758"),1532052456466,XLMBTC,11663492,0.00004065,1574,37714716,37714719,1532052456465,sell
